Country/Region,Material Class,Material Type,Process,Source,Process Description,Detailed Explanation,Assumed Product Weight (kg),AI Rationale for the selection of the source/EF,Rationale for Assumed Product Weight,Source / Reference,EF (kgCO2) per 1 kg,Calculation Summary,Calculated Energy per kg (kWh/kg),Notes,Source,Ai Rationale for the selection,,,
Poland,Leather,Patent Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,2.388,,,,,,,,
Spain,Leather,Patent Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,0.502,,,,,,,,
Taiwan,Leather,Patent Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.917,,,,,,,,
United States ,Leather,Patent Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.200,,,,,,,,
India,Leather,Patent Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,3.576,,,,,,,,
United Kingdom,Leather,Patent Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,0.698,,,,,,,,
Rest-of-World,Leather,Patent Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,2.561,,,,,,,,
,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,Whole process of cotton textile processing (kWh/kg),0.8,,The source provided kWh/kg of shoe pair manufacturing related energy,Master’s Thesis - Environmental impacts of shoe consumption 2015.pdf,Keep out of backend updates,1.99/0.8,2.4875,Shoe pair weight is taken from anoither source to derieve per kg electricity consumption of the leather shos manufacturing,"Master’s thesis in Industrial Ecology


",,,,
China,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,2.078,,,,,,,,
Vietnam,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.565,,,,,,,,
Global,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.684,,,,,,,,
Czech Republic,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.646,,,,,,,,
France,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,0.192,,,,,,,,
Netherlands,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.100,,,,,,,,
Poland,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,2.388,,,,,,,,
Spain,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,0.502,,,,,,,,
Taiwan,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.917,,,,,,,,
United States ,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.200,,,,,,,,
India,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,3.576,,,,,,,,
United Kingdom,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,0.698,,,,,,,,
Rest-of-World,Leather,Recycled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,2.561,,,,,,,,
,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,Whole process of cotton textile processing (kWh/kg),0.8,,The source provided kWh/kg of shoe pair manufacturing related energy,Master’s Thesis - Environmental impacts of shoe consumption 2015.pdf,Keep out of backend updates,1.99/0.8,2.4875,Shoe pair weight is taken from anoither source to derieve per kg electricity consumption of the leather shos manufacturing,"Master’s thesis in Industrial Ecology


",,,,
China,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,2.078,,,,,,,,
Vietnam,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.565,,,,,,,,
Global,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.684,,,,,,,,
Czech Republic,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.646,,,,,,,,
France,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,0.192,,,,,,,,
Netherlands,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.100,,,,,,,,
Poland,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,2.388,,,,,,,,
Spain,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,0.502,,,,,,,,
Taiwan,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.917,,,,,,,,
United States ,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,1.200,,,,,,,,
India,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,3.576,,,,,,,,
United Kingdom,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,0.698,,,,,,,,
Rest-of-World,Leather,Oiled Leather,Whole process,"Master’s thesis in Industrial Ecology


",Shoe manufacturng electricity consumption,,,,,,2.561,,,,,,,,
,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),Electricity consumption associated with High Pressure Laminates – Compact Panels istallation is considered,1,,The source provided kWh/kg of 1kg,EPD High Pressure Laminates – Compact Panels (Laminates) 2025/04/10 - 2030/04/09.pdf,Keep out of backend updates,36.3*0.277777778,10.08333334,"MJ to kWh conversion is done
PENRT = Total use of non-renewable primary energy re-sources; is referred 
3.63E+01","EPD (The International EPD)
",,,,
China,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,8.424558,,,,,,,,
Vietnam,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,6.345256,,,,,,,,
Global,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,6.825770,,,,,,,,
Czech Republic,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,6.673804,,,,,,,,
France,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,0.776596,,,,,,,,
Netherlands,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,4.459840,,,,,,,,
Poland,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,9.681853,,,,,,,,
Spain,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,2.035931,,,,,,,,
Taiwan,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,7.769943,,,,,,,,
United States ,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,4.863626,,,,,,,,
India,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,14.496070,,,,,,,,
United Kingdom,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,2.828242,,,,,,,,
Rest-of-World,Laminate,High-Pressure Laminate (HPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,10.381579,,,,,,,,
,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),Electricity consumption associated with High Pressure Laminates – Compact Panels istallation is considered,1,,The source provided kWh/kg of 1kg,EPD High Pressure Laminates – Compact Panels (Laminates) 2025/04/10 - 2030/04/09.pdf,Keep out of backend updates,36.3*0.277777778,10.08333334,"MJ to kWh conversion is done
PENRT = Total use of non-renewable primary energy re-sources; is referred 
3.63E+01","EPD (The International EPD)
",,,,
China,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,8.424558,,,,,,,,
Vietnam,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,6.345256,,,,,,,,
Global,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,6.825770,,,,,,,,
Czech Republic,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,6.673804,,,,,,,,
France,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,0.776596,,,,,,,,
Netherlands,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,4.459840,,,,,,,,
Poland,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,9.681853,,,,,,,,
Spain,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,2.035931,,,,,,,,
Taiwan,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,7.769943,,,,,,,,
United States ,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,4.863626,,,,,,,,
India,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,14.496070,,,,,,,,
United Kingdom,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,2.828242,,,,,,,,
Rest-of-World,Laminate,Low-Pressure Laminate (LPL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,10.381579,,,,,,,,
,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),Electricity consumption associated with High Pressure Laminates – Compact Panels istallation is considered,1,,The source provided kWh/kg of 1kg,EPD High Pressure Laminates – Compact Panels (Laminates) 2025/04/10 - 2030/04/09.pdf,Keep out of backend updates,36.3*0.277777778,10.08333334,"MJ to kWh conversion is done
PENRT = Total use of non-renewable primary energy re-sources; is referred 
3.63E+01","EPD (The International EPD)
",,,,
China,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,8.424558,,,,,,,,
Vietnam,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,6.345256,,,,,,,,
Global,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,6.825770,,,,,,,,
Czech Republic,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,6.673804,,,,,,,,
France,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,0.776596,,,,,,,,
Netherlands,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,4.459840,,,,,,,,
Poland,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,9.681853,,,,,,,,
Spain,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,2.035931,,,,,,,,
Taiwan,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,7.769943,,,,,,,,
United States ,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,4.863626,,,,,,,,
India,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,14.496070,,,,,,,,
United Kingdom,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,2.828242,,,,,,,,
Rest-of-World,Laminate,Thermally Fused Laminate (TFL),Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,10.381579,,,,,,,,
,Laminate,Post-Formed Laminate,Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),Electricity consumption associated with High Pressure Laminates – Compact Panels istallation is considered,1,,The source provided kWh/kg of 1kg,EPD High Pressure Laminates – Compact Panels (Laminates) 2025/04/10 - 2030/04/09.pdf,Keep out of backend updates,36.3*0.277777778,10.08333334,"MJ to kWh conversion is done
PENRT = Total use of non-renewable primary energy re-sources; is referred 
3.63E+01","EPD (The International EPD)
",,,,
China,Laminate,Post-Formed Laminate,Whole process,EPD,Whole process of High Pressure Laminates – Compact Panels installation (kWh/kg),,,,,,8.424558,,,,,,,,
